epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.8664503144590476,1.573122230826537,50.31367628032919,92.09535758330802
1,3.0058013616423858,5.053303403387704,23.889585933900687,65.62107905599673
2,2.8318319508903906,2.121115192714868,42.509410298154826,84.21580927715995
3,2.7516367937389172,2.288403779799247,34.02760349977271,83.58845670501441
4,2.704577635777624,2.8090877901505644,20.200752823086574,78.31869511622257
5,2.6917653138700284,2.4304626235100377,33.902132991087186,80.05018819811353
6,2.6362338003359342,2.878298502195734,33.626097862214934,73.0489335178581
7,2.597879475668857,2.0574556932245924,39.146800501882055,86.90087828019931
8,2.5876127559887734,2.0672024486355083,36.43663739978594,83.88958593964428
9,2.5698784354485964,1.695608899584379,45.69636137231231,89.13425344278103
10,2.5234300525564897,1.9110269467534504,36.31116688535683,84.66750312910474
11,2.5536243248926964,1.6208180579516938,50.56461731684552,93.09912172362975
12,2.5011731754792366,1.9295282112609786,45.06900880016676,87.15181932245922
13,2.482785733906846,1.6675844965495608,50.21329987835854,92.27101632839764
14,2.4786011592337958,1.6821554952164366,48.60727728505057,92.69761606214037
15,2.477596806852441,1.9438257234159348,41.405269748204326,86.62484315419886
16,2.4824340206227804,1.3458168326537014,60.77791719903312,93.60100378134618
17,2.4295243581658914,1.9898292914836888,42.484316195269,88.30614804754892
18,2.4341076039954235,1.493582991883626,55.708908400780885,93.75156837377226
19,2.3865034658657875,1.3950114442832497,57.96737766816296,94.25345043148869
20,2.3706571208803275,1.3681969004861982,56.46173148544101,92.39648682559599
21,2.384877428804573,1.3299223896251569,60.87829360291829,93.92722710163112
22,2.3852616317178073,1.3275814578105396,59.72396487017049,91.79422834867815
23,2.346487817795653,1.2658225180363865,62.08281054143774,95.03136762094917
24,2.339121580516037,1.1909361031602885,64.21580930204883,95.65872020075282
25,2.334596239814633,1.1695851631116687,66.24843162048417,95.23212045169385
26,2.3306820690631866,1.1481745510508155,66.32371392914163,95.38268506900879
27,2.2862537958120046,1.0770652397663112,70.21329987644401,96.33626097867001
28,2.305550259194876,1.116271957340025,68.60727730706765,96.01003764115433
29,2.247425784798045,1.0174499588299875,71.61856963805003,96.46173149309912
30,2.266020445839355,1.0462907779171895,68.70765370329471,96.51191969887077
31,2.2768212062747857,1.1062275770467378,68.8080301224961,95.65872020075282
32,2.2338786474183987,1.0183079124843162,71.99498118133737,96.63739021329988
33,2.227070907621007,0.9901392918757842,72.09535760053876,96.91342534504392
34,2.2381777900614237,0.9575513889978042,73.72647428045907,96.61229611041405
35,2.214105981745218,0.9421372627823087,74.52948558046349,96.96361355081555
36,2.1871499956438414,0.9439385733610414,74.05269761797476,96.81304893350062
37,2.203038988929046,0.9230264125235257,75.13174404972321,97.13927227101631
38,2.1868423882283663,0.9127912533328105,75.10664994683738,97.08908406524466
39,2.188416930797853,0.9124313833124216,74.5545796833493,96.96361355081555
40,2.1736741081664435,0.9246745608531995,74.75533250643588,97.08908406524466
41,2.199621757394389,0.9194690048619825,74.85570891797917,97.03889585947303
42,2.1932580482802893,0.9190281426442911,74.95608532952245,97.0138017565872
43,2.189231396113571,0.9176453938597867,74.9058971237508,97.13927227101631
44,2.2073483486708843,0.9181053707261606,74.88080302086499,97.21455457967377
45,2.1832615690011727,0.9169186696204517,74.80552069689129,96.98870765370138
46,2.1912859470436445,0.9166274162876411,75.0062735352941,97.2396486825596
47,2.1803995888484153,0.9177510145467378,75.05646174106575,97.06398996235885
48,2.1810445950219504,0.9200452625078419,74.35382685260461,97.06398996235885
49,2.1660767197608948,0.9221098896251568,74.85570891797917,97.16436637390213
