epoch,train_loss,eval_loss,eval_top1,eval_top5
0,4.173722662359981,2.636499800955414,36.101910839688244,81.85987261729635
1,2.768426818362737,1.6658445710589171,50.75159235280031,91.23566879564031
2,2.6121480254803675,1.456845143312102,56.33121018719521,92.99363057907979
3,2.535401769411766,1.4248275776273884,58.853503171106816,93.55414013321992
4,2.43543224213487,1.2061673964968154,65.88535030486477,95.08280255360208
5,2.3575715117535347,1.1599231190286625,65.88535031458375,95.51592358242934
6,2.311847766375138,1.2983556429140128,64.15286622843165,92.7388535090161
7,2.258855312557544,1.0202084992038216,71.51592358826072,96.91719746777966
8,2.2034167964579696,1.0097302945859872,71.84713377934352,96.73885350318471
9,2.215495674084809,0.8530496118630573,76.17834397042633,97.171974522293
10,2.149066352440139,0.9485080364251592,72.5095541362398,96.63694267515923
11,2.1453941446239666,0.8301872885151274,76.71337580200972,97.35031847133757
12,2.086025412203902,0.8020882265127388,78.318471343411,97.85987261146497
13,2.0634807954400274,0.7430681478901274,81.14649681139903,98.21656050955414
14,2.0604255373195066,0.7598457404458598,80.178343945157,98.1656050955414
15,2.049794230218661,0.725115134852707,81.19745221958038,97.88535031847134
16,2.05087411969395,0.7411406498805733,81.7579617795519,98.01273885350318
17,1.994646008540008,0.6848883484275478,82.98089171002624,98.42038216560509
18,1.976664533857572,0.6636902866242038,82.2675159138479,98.36942675159236
19,1.955308170641883,0.6347961037022293,83.97452228327465,98.7515923566879
20,1.9436877291081316,0.6339006518710191,84.56050956969048,98.39490445859873
21,1.940717897576801,0.6080014679538217,85.07006368454854,98.828025477707
22,1.9217370833380747,0.6376873507165605,84.48407642340204,98.59872611464968
23,1.9772166878490125,0.5724948994824841,85.52866241066319,98.85350318471338
24,1.935732636613361,0.619620695660828,84.63694268099061,98.59872611464968
25,1.9107309672792079,0.579345703125,86.0127388437842,98.80254777070064
26,1.9246001453722938,0.5594281200238853,86.24203820684154,98.90445859872611
27,1.9354957022909391,0.6046567724920382,86.1910827928288,98.828025477707
28,1.853723509837005,0.5486310086584395,86.5987261049307,99.0828025477707
29,1.8962726269738148,0.5621179587977707,87.13375795206447,98.95541401273886
30,1.8482510130284195,0.5465391122611465,87.05732483104536,99.10828025477707
31,1.883128360166388,0.5557980443869427,87.51592358242934,99.10828025477707
32,1.88644764059681,0.5210814341162421,87.15923565907083,99.05732484076434
33,1.8598115888692566,0.5103523711186305,87.41401274468488,99.03184713375796
34,1.8578391293347891,0.5432109623805732,87.41401272913453,99.21019108280255
35,1.8905604285708928,0.5543700238853503,87.56687897117274,99.1592356687898
36,1.865372701418602,0.5362948472332802,87.33757960811542,99.1592356687898
37,1.8177618596513392,0.5211041376393312,87.61783438518549,99.1592356687898
38,1.8572968365782399,0.5332317376592357,87.38853502212817,99.21019108280255
39,1.8323055546162492,0.5329721710788217,87.56687897117274,99.1592356687898
40,1.8309134604567188,0.5400712828423567,87.51592358242934,99.18471337579618
41,1.8359324435056266,0.5217514057523885,87.61783438518549,99.18471337579618
42,1.8563285371004525,0.512317003383758,87.66878979919822,99.18471337579618
43,1.828190903744455,0.5323723004578026,87.7707006272237,99.05732484076434
44,1.8306857149479754,0.5402793466361465,87.59235667817912,99.1592356687898
45,1.8617044557959346,0.5161162669187898,87.59235667817912,99.10828025477707
46,1.8376077700469453,0.5316816157444267,87.51592355716001,99.0828025477707
47,1.842954863532115,0.5208826383359872,87.71974521321096,99.28662420382166
48,1.817059476900909,0.5149460091560509,87.54140126416638,99.03184713375796
49,1.8538932133529147,0.5280742436305732,87.7707006272237,99.1592356687898
