epoch,train_loss,eval_loss,eval_top1,eval_top5
0,3.045473889300698,1.5645640585292249,52.935196929117325,92.37611179957699
1,2.748160150490309,1.9894933290978398,38.7801778635803,87.31893264983782
2,2.6762050021635857,1.6466280674237612,47.54764928660217,89.6569250143165
3,2.6260683740440167,2.9135188760721094,32.909783962690845,91.91867850859859
4,2.5711796958195534,1.7102872855781448,47.039390054045974,92.24904699652744
5,2.5502420844216096,1.4576333187738246,57.35705206748643,93.21473951133719
6,2.4838716477939955,1.2846339689882464,63.58322739946494,94.61245233324917
7,2.428203376892366,1.2842017749364676,63.45616260223195,95.14612451187386
8,2.4238269380048703,1.169313974150254,70.69885639350629,96.03557814485387
9,2.403941297609555,1.1952574054955527,65.00635321688621,95.55273189326556
10,2.3309508597380235,1.136183936229352,66.327827183143,95.32401523032667
11,2.335321733433949,1.0691608511356416,69.40279540240083,96.31512070574634
12,2.2982212814845537,1.232056315517789,66.40406603298163,94.73951714793185
13,2.257163260720278,1.0681491720933927,68.05590847262584,96.51842439062563
14,2.2573520968619145,1.002612521839263,70.0635324092802,96.46759847522236
15,2.2638175550260042,0.924616199769695,74.1804319970641,97.10292247883702
16,2.23923541095696,1.1569317324491741,66.98856415803127,95.40025412378954
17,2.177573338150978,1.0282201745155655,70.31766199599076,96.51842439062563
18,2.1736064043484236,0.886785384569568,74.86658191608201,97.33163913595934
19,2.1298268358958397,0.8884526758060673,76.18805589106364,97.07750952986022
20,2.1076564298648583,0.8899319756591486,76.59466326663879,97.4587039390089
21,2.095208987201515,0.7878847929240788,78.29733164107482,97.86531130876747
22,2.0971894613222073,0.7742863772633418,80.3557814252725,97.96696315120711
23,2.0757028323255087,0.7422966963151207,80.02541294897678,97.71283354510801
24,2.046792526386286,0.7605132474984116,81.37229986130207,98.19567979669631
25,2.0281385414694486,0.7108862521839263,81.95679794951346,97.839898342341
26,2.0394607351014487,0.6625748863365629,82.82083861025043,98.1448538754765
27,1.9786315305452598,0.6865949114517154,83.20203302521567,98.19567979669631
28,2.003569104953816,0.6120894590811626,85.43837355888783,98.06861499364676
29,1.9222593836878474,0.6414047609593393,83.76111814118401,98.32274459974587
30,1.9492473700328876,0.6376032401524777,84.95552730148296,98.6277001270648
31,1.9393824460475069,0.6401821344901525,84.39644215643179,98.60228716645489
32,1.8958249260720454,0.5154720010721092,87.19186784678827,98.80559085133417
33,1.890643106087258,0.5309248927890724,86.60736974694375,98.75476493011436
34,1.9263031047425772,0.5381730463786532,87.31893264983782,98.856416772554
35,1.8765303751355724,0.5138219578899301,88.28462514719787,98.98348157560356
36,1.8291901365706795,0.49820887021521604,88.81829732000601,98.90724269377382
37,1.8596607925076234,0.5084601706440597,88.81829732000601,98.83100381194409
38,1.8211904238713414,0.4882321737015565,88.97077508366547,98.93265565438374
39,1.8502331423132043,0.499068605066709,89.04701396549521,98.856416772554
40,1.8202239584765936,0.4985831778113088,88.86912324122582,98.98348157560356
41,1.8436094961668317,0.5012917427731893,88.69123251695645,98.95806861499365
42,1.8526915492195832,0.5043240499920585,88.81829732000601,99.00889453621348
43,1.8365047393660796,0.5095554220933927,88.76747139878618,98.98348157560356
44,1.8665511863012063,0.5033886842836722,89.14866580793485,98.93265565438374
45,1.8419191982401044,0.4869032049118488,89.09783988671502,98.93265565438374
46,1.852086962445786,0.5114011500357369,88.86912324122582,98.95806861499365
47,1.83338927869734,0.49615442840692503,88.89453620183573,98.98348157560356
48,1.8384453556255291,0.4889304717280813,88.71664547756636,98.90724269377382
49,1.8138562566355656,0.502080003672967,88.81829732000601,98.93265565438374
